Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2007,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPBAND,45,"(37.25116, -121.9449)"
2007,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPRYGB,49,"(37.25116, -121.9449)"
2007,Santa Clara,Good Samaritan Hospital – San Jose,106430779,OPENRYGB,11,"(37.25116, -121.9449)"
2007,Santa Clara,Good Samaritan Hospital – San Jose,106430779,VSG,2,"(37.25116, -121.9449)"
2007,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,BPD,,"(37.43677, -122.17282)"
2007,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPBAND,,"(37.43677, -122.17282)"
2007,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPRYGB,1,"(37.43677, -122.17282)"
2007,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,OPENRYGB,,"(37.43677, -122.17282)"
2007,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,VSG,,"(37.43677, -122.17282)"
2007,Santa Clara,Stanford Hospital,106430905,BPD,,"(37.43342, -122.17827)"
2007,Santa Clara,Stanford Hospital,106430905,OPENRYGB,11,"(37.43342, -122.17827)"
2007,Santa Clara,Stanford Hospital,106430905,VSG,8,"(37.43342, -122.17827)"
2007,Shasta,Shasta Regional Medical Center,106450940,BPD,,"(40.5855423, -122.3862952)"
2007,Shasta,Shasta Regional Medical Center,106450940,LAPBAND,14,"(40.5855423, -122.3862952)"
2007,Shasta,Shasta Regional Medical Center,106450940,LAPRYGB,188,"(40.5855423, -122.3862952)"
2007,Shasta,Shasta Regional Medical Center,106450940,OPENRYGB,3,"(40.5855423, -122.3862952)"
2007,Shasta,Shasta Regional Medical Center,106450940,VSG,,"(40.5855423, -122.3862952)"
2007,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,BPD,,"(38.44304, -122.70114)"
2007,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPBAND,4,"(38.44304, -122.70114)"
2007,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPRYGB,6,"(38.44304, -122.70114)"
2007,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,OPENRYGB,,"(38.44304, -122.70114)"
2007,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,VSG,,"(38.44304, -122.70114)"
2007,Sonoma,Sutter Medical Center of Santa Rosa,106490919,BPD,,"(38.46855, -122.70739)"
2007,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPBAND,1,"(38.46855, -122.70739)"
2007,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPRYGB,12,"(38.46855, -122.70739)"
2007,Sonoma,Sutter Medical Center of Santa Rosa,106490919,OPENRYGB,1,"(38.46855, -122.70739)"
2008,Alameda,Kaiser Foundation Hospital – Fremont,106014132,BPD,1,"(37.55055, -121.97483)"
2007,Sonoma,Sutter Medical Center of Santa Rosa,106490919,VSG,,"(38.46855, -122.70739)"
2007,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,BPD,,"(37.66727, -120.97546)"
2007,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPBAND,23,"(37.66727, -120.97546)"
2007,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPRYGB,464,"(37.66727, -120.97546)"
2007,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,OPENRYGB,,"(37.66727, -120.97546)"
2008,San Diego,Alvarado Hospital,106370652,LAPRYGB,74,"(32.77708, -117.05683)"
2007,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,9,"(37.66727, -120.97546)"
2007,Ventura,Community Memorial Hospital – San Buenaventura,106560473,BPD,,"(34.274589, -119.258124)"
2007,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPBAND,11,"(34.274589, -119.258124)"
2007,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPRYGB,12,"(34.274589, -119.258124)"
2008,Butte,Enloe Medical Center – Esplanade,106040962,LAPBAND,45,"(39.74224, -121.84922)"
2007,Ventura,Community Memorial Hospital – San Buenaventura,106560473,OPENRYGB,,"(34.274589, -119.258124)"
2007,Ventura,Community Memorial Hospital – San Buenaventura,106560473,VSG,1,"(34.274589, -119.258124)"
2007,Ventura,Los Robles Hospital and Medical Center,106560492,BPD,,"(34.20539, -118.89297)"
2007,Ventura,Los Robles Hospital and Medical Center,106560492,LAPBAND,,"(34.20539, -118.89297)"
2007,Ventura,Los Robles Hospital and Medical Center,106560492,LAPRYGB,2,"(34.20539, -118.89297)"
2007,Ventura,Los Robles Hospital and Medical Center,106560492,OPENRYGB,,"(34.20539, -118.89297)"
2007,Ventura,Los Robles Hospital and Medical Center,106560492,VSG,,"(34.20539, -118.89297)"
2007,Ventura,Saint John’s Regional Medical Center,106560529,BPD,,"(34.21687, -119.15819)"
2007,Ventura,Saint John’s Regional Medical Center,106560529,LAPBAND,67,"(34.21687, -119.15819)"
2007,Ventura,Saint John’s Regional Medical Center,106560529,LAPRYGB,80,"(34.21687, -119.15819)"
2007,Ventura,Saint John’s Regional Medical Center,106560529,OPENRYGB,,"(34.21687, -119.15819)"
2007,Ventura,Saint John’s Regional Medical Center,106560529,VSG,1,"(34.21687, -119.15819)"
2007,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,BPD,,"(34.17436, -118.87007)"
2007,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPBAND,2,"(34.17436, -118.87007)"
2007,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPRYGB,2,"(34.17436, -118.87007)"
2007,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,OPENRYGB,,"(34.17436, -118.87007)"
2007,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,VSG,,"(34.17436, -118.87007)"
2008,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,BPD,,"(37.82106, -122.26257)"
2008,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPBAND,37,"(37.82106, -122.26257)"
2008,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPRYGB,107,"(37.82106, -122.26257)"
2008,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,OPENRYGB,6,"(37.82106, -122.26257)"
2008,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,VSG,6,"(37.82106, -122.26257)"
2008,Alameda,Kaiser Foundation Hospital – Fremont,106014132,LAPBAND,24,"(37.55055, -121.97483)"
2008,Alameda,Kaiser Foundation Hospital – Fremont,106014132,LAPRYGB,385,"(37.55055, -121.97483)"
2008,Alameda,Kaiser Foundation Hospital – Fremont,106014132,OPENRYGB,5,"(37.55055, -121.97483)"
2008,Alameda,Kaiser Foundation Hospital – Fremont,106014132,VSG,4,"(37.55055, -121.97483)"
2008,Alameda,Valleycare Medical Center,106014050,BPD,,"(37.69206, -121.88095)"
2008,Alameda,Valleycare Medical Center,106014050,LAPBAND,13,"(37.69206, -121.88095)"
2008,Alameda,Valleycare Medical Center,106014050,LAPRYGB,120,"(37.69206, -121.88095)"
2008,Alameda,Valleycare Medical Center,106014050,OPENRYGB,5,"(37.69206, -121.88095)"
2008,Alameda,Valleycare Medical Center,106014050,VSG,,"(37.69206, -121.88095)"
2008,Butte,Enloe Medical Center – Esplanade,106040962,OPENRYGB,,"(39.74224, -121.84922)"
2008,Butte,Enloe Medical Center – Esplanade,106040962,VSG,,"(39.74224, -121.84922)"
2008,Contra Costa,John Muir Medical Center – Concord Campus,106071018,BPD,,"(37.98615, -122.03874)"
2008,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPBAND,,"(37.98615, -122.03874)"
2008,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPRYGB,70,"(37.98615, -122.03874)"
2008,Contra Costa,John Muir Medical Center – Concord Campus,106071018,OPENRYGB,,"(37.98615, -122.03874)"
2008,Contra Costa,John Muir Medical Center – Concord Campus,106071018,VSG,38,"(37.98615, -122.03874)"
2008,Contra Costa,Kaiser Foundation Hospital – Richmond Campus,106074093,BPD,1,"(37.93685, -122.36093)"
2008,Contra Costa,Kaiser Foundation Hospital – Richmond Campus,106074093,LAPBAND,3,"(37.93685, -122.36093)"
2008,Contra Costa,Kaiser Foundation Hospital – Richmond Campus,106074093,LAPRYGB,274,"(37.93685, -122.36093)"
2008,Contra Costa,Kaiser Foundation Hospital – Richmond Campus,106074093,OPENRYGB,,"(37.93685, -122.36093)"
2008,Contra Costa,Kaiser Foundation Hospital – Richmond Campus,106074093,VSG,,"(37.93685, -122.36093)"
2008,Fresno,Clovis Community Medical Center,106100005,BPD,,"(36.83745, -119.66072)"
2008,Fresno,Clovis Community Medical Center,106100005,LAPBAND,71,"(36.83745, -119.66072)"
2008,Fresno,Clovis Community Medical Center,106100005,LAPRYGB,489,"(36.83745, -119.66072)"
2008,Fresno,Clovis Community Medical Center,106100005,OPENRYGB,57,"(36.83745, -119.66072)"
2008,Fresno,Clovis Community Medical Center,106100005,VSG,4,"(36.83745, -119.66072)"
2008,Fresno,Fresno Heart and Surgical Hospital,106105029,BPD,5,"(36.8611, -119.78931)"
2008,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPBAND,103,"(36.8611, -119.78931)"
2008,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPRYGB,451,"(36.8611, -119.78931)"
2008,Fresno,Fresno Heart and Surgical Hospital,106105029,OPENRYGB,1,"(36.8611, -119.78931)"
2008,Fresno,Fresno Heart and Surgical Hospital,106105029,VSG,4,"(36.8611, -119.78931)"
2008,Fresno,Fresno Surgical Hospital,106104047,BPD,,"(36.82531, -119.78155)"
2008,Fresno,Fresno Surgical Hospital,106104047,LAPBAND,5,"(36.82531, -119.78155)"
2008,Fresno,Fresno Surgical Hospital,106104047,LAPRYGB,66,"(36.82531, -119.78155)"
2008,Fresno,Fresno Surgical Hospital,106104047,OPENRYGB,3,"(36.82531, -119.78155)"
2008,Fresno,Fresno Surgical Hospital,106104047,VSG,,"(36.82531, -119.78155)"
2008,Fresno,Kaiser Foundation Hospital – Fresno,106104062,BPD,,"(36.84246, -119.7832)"
2008,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPBAND,3,"(36.84246, -119.7832)"
2008,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPRYGB,28,"(36.84246, -119.7832)"
2008,Fresno,Kaiser Foundation Hospital – Fresno,106104062,OPENRYGB,33,"(36.84246, -119.7832)"
2008,Fresno,Kaiser Foundation Hospital – Fresno,106104062,VSG,,"(36.84246, -119.7832)"
2008,Fresno,Saint Agnes Medical Center,106100899,BPD,,"(36.8370782, -119.7649963)"
2008,Fresno,Saint Agnes Medical Center,106100899,LAPBAND,3,"(36.8370782, -119.7649963)"
2008,Fresno,Saint Agnes Medical Center,106100899,LAPRYGB,35,"(36.8370782, -119.7649963)"
2008,Fresno,Saint Agnes Medical Center,106100899,OPENRYGB,68,"(36.8370782, -119.7649963)"
2008,Fresno,Saint Agnes Medical Center,106100899,VSG,,"(36.8370782, -119.7649963)"
2008,Humboldt,Mad River Community Hospital,106121002,BPD,,"(40.90351, -124.09038)"
2008,Humboldt,Mad River Community Hospital,106121002,LAPBAND,,"(40.90351, -124.09038)"
2008,Humboldt,Mad River Community Hospital,106121002,LAPRYGB,4,"(40.90351, -124.09038)"
2008,Humboldt,Mad River Community Hospital,106121002,OPENRYGB,,"(40.90351, -124.09038)"
2008,Humboldt,Mad River Community Hospital,106121002,VSG,,"(40.90351, -124.09038)"
2008,Humboldt,Saint Joseph Hospital – Eureka,106121080,BPD,,"(40.7832, -124.14216)"
2008,Humboldt,Saint Joseph Hospital – Eureka,106121080,LAPBAND,1,"(40.7832, -124.14216)"
2008,Humboldt,Saint Joseph Hospital – Eureka,106121080,LAPRYGB,19,"(40.7832, -124.14216)"
2008,Humboldt,Saint Joseph Hospital – Eureka,106121080,OPENRYGB,2,"(40.7832, -124.14216)"
2008,Humboldt,Saint Joseph Hospital – Eureka,106121080,VSG,,"(40.7832, -124.14216)"
2008,Imperial,Pioneers Memorial Healthcare District,106130760,BPD,,"(32.96003, -115.55183)"
2008,Imperial,Pioneers Memorial Healthcare District,106130760,LAPBAND,,"(32.96003, -115.55183)"
2008,Imperial,Pioneers Memorial Healthcare District,106130760,LAPRYGB,11,"(32.96003, -115.55183)"
2008,Imperial,Pioneers Memorial Healthcare District,106130760,OPENRYGB,,"(32.96003, -115.55183)"
2008,Imperial,Pioneers Memorial Healthcare District,106130760,VSG,1,"(32.96003, -115.55183)"
2008,Kern,Delano Regional Medical Center,106150706,BPD,114,"(35.76143, -119.23706)"
2008,Kern,Delano Regional Medical Center,106150706,LAPBAND,15,"(35.76143, -119.23706)"
2008,Kern,Delano Regional Medical Center,106150706,LAPRYGB,,"(35.76143, -119.23706)"
2008,Kern,Delano Regional Medical Center,106150706,OPENRYGB,1,"(35.76143, -119.23706)"
2008,Kern,Delano Regional Medical Center,106150706,VSG,4,"(35.76143, -119.23706)"
2008,Kern,Kern Medical Center,106150736,BPD,1,"(35.380833, -118.967222)"
2008,Kern,Kern Medical Center,106150736,LAPBAND,,"(35.380833, -118.967222)"
2008,Kern,Kern Medical Center,106150736,LAPRYGB,,"(35.380833, -118.967222)"
2008,Kern,Kern Medical Center,106150736,OPENRYGB,17,"(35.380833, -118.967222)"
2008,Kern,Kern Medical Center,106150736,VSG,,"(35.380833, -118.967222)"
2008,Kern,Mercy Hospital – Bakersfield,106150761,BPD,,"(35.37323, -119.02715)"
2008,Kern,Mercy Hospital – Bakersfield,106150761,LAPBAND,78,"(35.37323, -119.02715)"
2008,Kern,Mercy Hospital – Bakersfield,106150761,LAPRYGB,19,"(35.37323, -119.02715)"
2008,Kern,Mercy Hospital – Bakersfield,106150761,OPENRYGB,,"(35.37323, -119.02715)"
2008,Kern,Mercy Hospital – Bakersfield,106150761,VSG,,"(35.37323, -119.02715)"
2008,Kern,San Joaquin Community Hospital,106150788,BPD,,"(35.383064, -119.018775)"
2008,Kern,San Joaquin Community Hospital,106150788,LAPBAND,46,"(35.383064, -119.018775)"
2008,Kern,San Joaquin Community Hospital,106150788,LAPRYGB,14,"(35.383064, -119.018775)"
2008,Kern,San Joaquin Community Hospital,106150788,OPENRYGB,,"(35.383064, -119.018775)"
2008,Kern,San Joaquin Community Hospital,106150788,VSG,,"(35.383064, -119.018775)"
2008,Los Angeles,Bellflower Medical Center,106190066,BPD,,"(33.87466, -118.13052)"
2008,Los Angeles,Bellflower Medical Center,106190066,LAPBAND,1,"(33.87466, -118.13052)"
2008,Los Angeles,Bellflower Medical Center,106190066,LAPRYGB,11,"(33.87466, -118.13052)"
2008,Los Angeles,Bellflower Medical Center,106190066,OPENRYGB,1,"(33.87466, -118.13052)"
2008,Los Angeles,Bellflower Medical Center,106190066,VSG,,"(33.87466, -118.13052)"
2008,Los Angeles,Cedars Sinai Medical Center,106190555,BPD,1,"(34.07681, -118.38061)"
2008,Los Angeles,Cedars Sinai Medical Center,106190555,LAPBAND,324,"(34.07681, -118.38061)"
2008,Los Angeles,Cedars Sinai Medical Center,106190555,LAPRYGB,358,"(34.07681, -118.38061)"
2008,Los Angeles,Cedars Sinai Medical Center,106190555,OPENRYGB,23,"(34.07681, -118.38061)"
2008,Los Angeles,Cedars Sinai Medical Center,106190555,VSG,3,"(34.07681, -118.38061)"
2008,Santa Clara,Stanford Hospital,106430905,LAPBAND,27,"(37.43342, -122.17827)"
2008,Los Angeles,Coast Plaza Hospital,106190766,BPD,,"(33.91264, -118.09906)"
2008,Los Angeles,Coast Plaza Hospital,106190766,LAPBAND,21,"(33.91264, -118.09906)"
2008,Los Angeles,Coast Plaza Hospital,106190766,LAPRYGB,10,"(33.91264, -118.09906)"
2008,Los Angeles,Coast Plaza Hospital,106190766,OPENRYGB,2,"(33.91264, -118.09906)"
2008,Los Angeles,Coast Plaza Hospital,106190766,VSG,1,"(33.91264, -118.09906)"
2008,Los Angeles,Community Hospital Long Beach,106190475,BPD,,"(33.78871, -118.14578)"
2008,Los Angeles,Community Hospital Long Beach,106190475,LAPBAND,2,"(33.78871, -118.14578)"
2008,Los Angeles,Community Hospital Long Beach,106190475,LAPRYGB,25,"(33.78871, -118.14578)"
2008,Los Angeles,Community Hospital Long Beach,106190475,OPENRYGB,,"(33.78871, -118.14578)"
2008,Los Angeles,Community Hospital Long Beach,106190475,VSG,2,"(33.78871, -118.14578)"
2008,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,BPD,1,"(33.83352, -118.08169)"
2008,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPBAND,38,"(33.83352, -118.08169)"
2008,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPRYGB,103,"(33.83352, -118.08169)"
2008,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,OPENRYGB,8,"(33.83352, -118.08169)"
2008,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,VSG,21,"(33.83352, -118.08169)"
2008,Los Angeles,Huntington Memorial Hospital,106190400,BPD,,"(34.13565, -118.1518)"
2008,Los Angeles,Huntington Memorial Hospital,106190400,LAPBAND,24,"(34.13565, -118.1518)"
2008,Los Angeles,Huntington Memorial Hospital,106190400,LAPRYGB,193,"(34.13565, -118.1518)"
2008,Los Angeles,Huntington Memorial Hospital,106190400,OPENRYGB,11,"(34.13565, -118.1518)"
2008,Los Angeles,Huntington Memorial Hospital,106190400,VSG,,"(34.13565, -118.1518)"
2008,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,BPD,3,"(33.789, -118.29415)"
2008,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPBAND,14,"(33.789, -118.29415)"
2008,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPRYGB,146,"(33.789, -118.29415)"
2008,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,OPENRYGB,17,"(33.789, -118.29415)"
2008,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,VSG,119,"(33.789, -118.29415)"
2008,Los Angeles,Keck Hospital of University of Southern California,106194219,BPD,7,"(34.06284, -118.20287)"
2008,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPBAND,10,"(34.06284, -118.20287)"
2008,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPRYGB,180,"(34.06284, -118.20287)"
2008,Los Angeles,Keck Hospital of University of Southern California,106194219,OPENRYGB,16,"(34.06284, -118.20287)"
2008,Los Angeles,Keck Hospital of University of Southern California,106194219,VSG,5,"(34.06284, -118.20287)"
2008,Los Angeles,Lakewood Regional Medical Center,106190240,BPD,,"(33.86016, -118.14837)"
2008,Los Angeles,Lakewood Regional Medical Center,106190240,LAPBAND,2,"(33.86016, -118.14837)"
2008,Los Angeles,Lakewood Regional Medical Center,106190240,LAPRYGB,6,"(33.86016, -118.14837)"
2008,Los Angeles,Lakewood Regional Medical Center,106190240,OPENRYGB,,"(33.86016, -118.14837)"
2008,Los Angeles,Lakewood Regional Medical Center,106190240,VSG,,"(33.86016, -118.14837)"
2008,Los Angeles,Lancaster Community Hospital,106190455,BPD,,"(34.67949, -118.14781)"
2008,Los Angeles,Lancaster Community Hospital,106190455,LAPBAND,1,"(34.67949, -118.14781)"
2008,Los Angeles,Lancaster Community Hospital,106190455,LAPRYGB,43,"(34.67949, -118.14781)"
2008,Los Angeles,Lancaster Community Hospital,106190455,OPENRYGB,,"(34.67949, -118.14781)"
2008,Los Angeles,Lancaster Community Hospital,106190455,VSG,,"(34.67949, -118.14781)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,BPD,,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPBAND,,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPRYGB,7,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,OPENRYGB,1,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,VSG,,"(33.83149, -118.29332)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,BPD,,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,LAPBAND,20,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,LAPRYGB,40,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,OPENRYGB,,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,VSG,,"(33.98125, -118.43971)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,BPD,,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,LAPBAND,7,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,LAPRYGB,110,"(34.13603, -118.03879)"
